/contrevenants;/contrevenant/adresse;/contrevenant/categorie;/contrevenant/date_infraction;/contrevenant/date_jugement;/contrevenant/description;/contrevenant/etablissement;/contrevenant/montant;/contrevenant/proprietaire;/contrevenant/ville
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;2015 Rue Jean-Talon Est ;Casse-croûte;09 mai 2014;04 mai 2015;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;SIDOU CAFE;1 250 $ ;HASSENA SIDALI;Montréal H2E 1V2
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;8123A Av. André-Ampère ;Casse-croûte;09 octobre 2014;02 octobre 2015;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;CASSE-CROUTE EXPRESS;800 $ ;BEAUSEJOUR LEONEL;Montréal H1E 3J9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3765 Rue Villeray ;Casse-croûte;09 octobre 2015;03 février 2017;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;CAFE TUNIS;700 $ ;9208-6198 QUEBEC INC.;Montréal H2A 1G3
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1290 Rue De La Gauchetière Ouest ;Casse-croûte;10 mars 2015;08 novembre 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;CAFE LE CENTRE;600 $ ;4190548 CANADA INC.;Montréal H3B 2S2
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1822 Rue Notre-Dame Ouest ;Casse-croûte;10 mars 2016;24 novembre 2016;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;DELI-PANNEUR;1 000 $ ;9309-8382 QUEBEC INC.;Montréal H3J 1M5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;6900 Boul. Décarie ;Casse-croûte;11 août 2014;21 octobre 2015;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;"ELIE ""OR CAFE""";2 000 $ ;9161-3760 QUEBEC INC.  (Fermé);Côte Saint-Luc H3X 2T8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3315 Ch. Queen-Mary ;Casse-croûte;12 mars 2014;23 février 2015;"Nul ne peut, sans être titulaire d'un permis en vigueur, exploiter un lieu ou un véhicule où est exercée l'activité de restaurateur.";SECOND CUP;2 000 $ ;9167-9902 QUEBEC INC.  (Fermé changement d'exploitant);Montréal H3V 1A1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;769 Rue Beaubien Est ;Casse-croûte;12 septembre 2013;11 septembre 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;BOULANGERIE DORE-MIE;2 000 $ ;BOULANGERIE DORE-MIE INC.  (Fermé changement d'exploitant);Montréal H2S 1S8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;206 Rue Bernard Ouest ;Casse-croûte;15 novembre 2016;06 avril 2017;"Le lieu ou le véhicule doit être aéré, ventilé et disposer: d'eau potable courante chaude et froide;  d'un appareil distributeur de savon liquide ou en poudre. La température de l'eau chaude doit être d'au moins 60ºC. Le local, l'aire ou le véhicule utilisé pour la préparation des produits doit, en plus, disposer d'un évier, de serviettes individuelles jetables et être muni d'un système de récupération ou d'évacuation des eaux usées.";LE DEPANNEUR CAFE;250 $ ;9195-6599 QUEBEC INC.;Montréal H2T 2K4
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;901 Boul. Crémazie Ouest ;Casse-croûte;16 février 2012;08 septembre 2014;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;CINEMA MEGA PLEX MARCHE CENTRAL;1 250 $ ;CINEMAS GUZZO INC.;Montréal H4N 3M5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;6900 Boul. Décarie ;Casse-croûte;18 janvier 2013;14 mars 2014;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;"ELIE ""OR CAFE""";1 300 $ ;9161-3760 QUEBEC INC.  (Fermé);Côte Saint-Luc H3X 2T8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;7070 Av. Henri-Julien ;Casse-croûte;18 juin 2016;16 juin 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;DELICES D'ASIE DU MARCHE JEAN-TALON;750 $ ;LE, ANNE;Montréal H2S 3S3
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;5055 Rue Saint-Zotique Est ;Casse-croûte;19 novembre 2014;07 septembre 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;BISTRO EPIC DIBELLA;1 000 $ ;PATISSERIE DI BELLA INC.;Montréal H1T 1N6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;5055 Rue Saint-Zotique Est ;Casse-croûte;19 novembre 2014;07 septembre 2016;"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.";BISTRO EPIC DIBELLA;400 $ ;PATISSERIE DI BELLA INC.;Montréal H1T 1N6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;2015 Rue Jean-Talon Est ;Casse-croûte;20 août 2013;13 mai 2014;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;SIDOU CAFE;1 250 $ ;HASSENA SIDALI;Montréal H2E 1V2
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1465 Boul. Saint-Jean-Baptiste ;Casse-croûte;20 février 2015;21 décembre 2015;"Nul ne peut, sans être titulaire d'un permis en vigueur, exploiter un lieu ou un véhicule où est exercée l'activité de restaurateur.";MARCHE CASSE-CROUTE NOTRE-DAME;2 000 $ ;SAINT-JEAN MARIE NOTREDA  (Fermé changement d'exploitant);Montréal H1B 4A2
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3765 Rue Villeray ;Casse-croûte;21 janvier 2015;11 avril 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;CAFE TUNIS;1 000 $ ;9208-6198 QUEBEC INC.;Montréal H2A 1G3
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;769 Rue Beaubien Est ;Casse-croûte;21 mai 2013;11 septembre 2015;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;BOULANGERIE DORE-MIE;1 000 $ ;BOULANGERIE DORE-MIE INC.  (Fermé changement d'exploitant);Montréal H2S 1S8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;769 Rue Beaubien Est ;Casse-croûte;21 mai 2013;11 septembre 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;BOULANGERIE DORE-MIE;1 800 $ ;BOULANGERIE DORE-MIE INC.  (Fermé changement d'exploitant);Montréal H2S 1S8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;2666 Rue Masson ;Casse-croûte;22 avril 2013;21 mai 2014;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;RESTAURANT MASSON HOT DOG;1 500 $ ;ENTREPRISES GARY MAKRIS INC.  (Fermé changement d'exploitant);Montréal H1Y 1W2
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3410 Rue Bélanger ;Casse-croûte;22 avril 2016;06 février 2017;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;MERSON'S PATISSERIE;2 200 $ ;9185-4166 QUEBEC INC.;Montréal H1X 1A6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;11500 Boul. Albert-Hudon ;Casse-croûte;22 juin 2016;27 juin 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;BISTRO ADRIATICA;500 $ ;BISTRO ADRIATICA INC.;Montréal-Nord H1G 3J6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1822 Rue Notre-Dame Ouest ;Casse-croûte;22 novembre 2016;28 août 2017;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;DELI-PANNEUR;1 250 $ ;9309-8382 QUEBEC INC.;Montréal H3J 1M5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3506 Av. Lacombe ;Casse-croûte;23 septembre 2015;09 janvier 2017;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;CARAVANE CAFE BOIRE MANGER DECOUVRIR;900 $ ;9271-2298 QUEBEC INC.;Montréal H3T 1M1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;195 Rue Jarry Est ;Casse-croûte;24 octobre 2013;11 novembre 2014;Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60°C jusqu'à sa livraison.;EPICERIE ANGE ET RICKY;1 000 $ ;MARIE ANGE BENOIT  (Fermé);Montréal H2P 1T4
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;5033 Rue Sherbrooke Ouest ;Casse-croûte;25 août 2014;10 février 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;MANDYS;1 000 $ ;9198-4120 QUEBEC INC.;Westmount H4A 1S8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1207 Rue Rachel Est ;Casse-croûte;26 janvier 2017;13 mars 2017;"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.";SOCIETE BOYE COIFFURE;250 $ ;B MONTREAL S.E.N.C.;Montréal H2J 2J8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3911 Rue Jean-Talon Est ;Casse-croûte;26 mars 2015;31 octobre 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;BARBES CAFE-RESTO;900 $ ;BARBES CAFE RESTO INC.;Montréal H2A 1Y8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1290 Rue De La Gauchetière Ouest ;Casse-croûte;28 juillet 2015;08 novembre 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;CAFE LE CENTRE;850 $ ;4190548 CANADA INC.;Montréal H3B 2S2
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;901 Boul. Crémazie Ouest ;Casse-croûte;29 septembre 2011;08 septembre 2014;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;CINEMA MEGA PLEX MARCHE CENTRAL;1 000 $ ;CINEMAS GUZZO INC.;Montréal H4N 3M5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3410 Rue Bélanger ;Casse-croûte;30 septembre 2014;15 décembre 2014;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;MERSON'S PATISSERIE;1 500 $ ;9185-4166 QUEBEC INC.;Montréal H1X 1A6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;3410 Rue Bélanger ;Casse-croûte;30 septembre 2014;15 décembre 2014;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;MERSON'S PATISSERIE;1 750 $ ;9185-4166 QUEBEC INC.;Montréal H1X 1A6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;8305 Ch. de la Côte-de-Liesse ;Casse-croûte;31 août 2016;11 août 2017;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;ROUGE SANTE II (CLUB SPORTIF COTE-DE-LIESSE);1 250 $ ;9315-5570 QUEBEC INC.;St-Laurent H4T 1G5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;4840 Av. Saint-Kevin ;Cafétéria institution d'enseignement;03 novembre 2015;09 septembre 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;LES SERVICES ALIMENTAIRES BONFIRE INC.;1 000 $ ;LES SERVICES ALIMENTAIRES BONFIRE INC.;Montréal H3W 1P2
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;9155 Rue Saint-Hubert ;Cafétéria institution d'enseignement;21 mai 2015;12 janvier 2016;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;COLLEGE AHUNTSIC #3254;1 500 $ ;ARAMARK QUEBEC INC.  (Fermé);Montréal H2M 1Y8
